"symbol","tf","time","open","high","low","close","volume"
"XAUUSD","30m","2025-12-09T14:30:00Z","4202.33","4207.59","4201.23","4204.28","8065"
"XAUUSD","30m","2025-12-09T15:00:00Z","4204.31","4208.56","4198.43","4202.01","16607"
"XAUUSD","30m","2025-12-09T15:30:00Z","4202.03","4203.38","4195.8","4201.39","14934"
"XAUUSD","30m","2025-12-09T16:00:00Z","4201.41","4202.09","4189.57","4193.52","14433"
"XAUUSD","30m","2025-12-09T16:30:00Z","4193.52","4210.47","4192.78","4204.7","20781"
"XAUUSD","30m","2025-12-09T17:00:00Z","4204.3","4208.69","4190.06","4206.37","20686"
"XAUUSD","30m","2025-12-09T17:30:00Z","4206.38","4216.37","4198.77","4212.57","19415"
"XAUUSD","30m","2025-12-09T18:00:00Z","4212.61","4220.52","4210.13","4213.63","18976"
"XAUUSD","30m","2025-12-09T18:30:00Z","4213.61","4221.46","4211.64","4212.35","15740"
"XAUUSD","30m","2025-12-09T19:00:00Z","4212.35","4216.31","4205.07","4207.8","15829"
"XAUUSD","30m","2025-12-09T19:30:00Z","4207.78","4209.16","4201.65","4203.07","15563"
"XAUUSD","30m","2025-12-09T20:00:00Z","4203.02","4208.26","4201.36","4207.29","12330"
"XAUUSD","30m","2025-12-09T20:30:00Z","4207.29","4209.77","4204.17","4209.08","12059"
"XAUUSD","30m","2025-12-09T21:00:00Z","4208.8","4212.49","4207.69","4208.34","10317"
"XAUUSD","30m","2025-12-09T21:30:00Z","4208.35","4214.52","4207.27","4212.57","9281"
"XAUUSD","30m","2025-12-09T22:00:00Z","4212.4","4216.03","4209","4210.75","7895"
"XAUUSD","30m","2025-12-09T22:30:00Z","4210.66","4213.77","4209.35","4212.16","10865"
"XAUUSD","30m","2025-12-09T23:00:00Z","4212.2","4212.94","4208.9","4210.18","10411"
"XAUUSD","30m","2025-12-09T23:30:00Z","4210.11","4210.53","4207.24","4208.52","3624"
"XAUUSD","30m","2025-12-10T01:00:00Z","4209.72","4210.931","4207.85","4210.472","2288"
"XAUUSD","30m","2025-12-10T01:30:00Z","4210.512","4213.04","4209.446","4210.83","2832"
"XAUUSD","30m","2025-12-10T02:00:00Z","4210.81","4212.64","4207.095","4209.095","3747"
"XAUUSD","30m","2025-12-10T02:30:00Z","4209.145","4209.655","4207.07","4208.414","5719"
"XAUUSD","30m","2025-12-10T03:00:00Z","4208.414","4218.05","4206.885","4216.79","13825"
"XAUUSD","30m","2025-12-10T03:30:00Z","4216.76","4217.86","4211.74","4213.88","14641"
"XAUUSD","30m","2025-12-10T04:00:00Z","4213.71","4217.77","4211.58","4213.53","12045"
"XAUUSD","30m","2025-12-10T04:30:00Z","4213.57","4218.74","4213.24","4217.09","8082"
"XAUUSD","30m","2025-12-10T05:00:00Z","4217.04","4217.17","4207.95","4208.29","10157"
"XAUUSD","30m","2025-12-10T05:30:00Z","4208.06","4210.12","4203.7","4206.41","7605"
"XAUUSD","30m","2025-12-10T06:00:00Z","4206.36","4209.12","4205.6","4206.82","3411"
"XAUUSD","30m","2025-12-10T06:30:00Z","4206.93","4209.68","4205.525","4207.09","3577"
"XAUUSD","30m","2025-12-10T07:00:00Z","4207.05","4207.31","4201.8","4205.63","9016"
"XAUUSD","30m","2025-12-10T07:30:00Z","4205.63","4214.37","4205.01","4211.4","8068"
"XAUUSD","30m","2025-12-10T08:00:00Z","4211.33","4211.72","4204.5","4207.38","7563"
"XAUUSD","30m","2025-12-10T08:30:00Z","4207.44","4207.73","4203.11","4207.39","11778"
"XAUUSD","30m","2025-12-10T09:00:00Z","4207.36","4209.31","4204.66","4207.36","7481"
"XAUUSD","30m","2025-12-10T09:30:00Z","4207.36","4208.31","4203.25","4203.37","6935"
"XAUUSD","30m","2025-12-10T10:00:00Z","4203.36","4206.6","4200.26","4203.98","8020"
"XAUUSD","30m","2025-12-10T10:30:00Z","4204","4204.08","4197.11","4198","9488"
"XAUUSD","30m","2025-12-10T11:00:00Z","4197.72","4200.65","4194.61","4197.93","10821"
"XAUUSD","30m","2025-12-10T11:30:00Z","4197.93","4198.43","4192.7","4194.38","9440"
"XAUUSD","30m","2025-12-10T12:00:00Z","4194.39","4196.42","4191.61","4191.87","9821"
"XAUUSD","30m","2025-12-10T12:30:00Z","4191.89","4194.52","4187.76","4193.28","10163"
"XAUUSD","30m","2025-12-10T13:00:00Z","4193.4","4196.34","4192.64","4194.68","7412"
"XAUUSD","30m","2025-12-10T13:30:00Z","4194.64","4197.81","4193.65","4197.34","6090"
"XAUUSD","30m","2025-12-10T14:00:00Z","4197.3","4202.25","4197.22","4197.71","8930"
"XAUUSD","30m","2025-12-10T14:30:00Z","4197.65","4199.27","4195.39","4196.41","9594"
"XAUUSD","30m","2025-12-10T15:00:00Z","4196.36","4200.39","4193.08","4198.12","15190"
"XAUUSD","30m","2025-12-10T15:30:00Z","4198.165","4205.11","4196.04","4200.73","15584"
"XAUUSD","30m","2025-12-10T16:00:00Z","4200.77","4207.08","4194.92","4196.75","15804"
"XAUUSD","30m","2025-12-10T16:30:00Z","4196.73","4202.09","4191.4","4192.57","19901"
"XAUUSD","30m","2025-12-10T17:00:00Z","4192.57","4201.3","4188.96","4196.7","18262"
"XAUUSD","30m","2025-12-10T17:30:00Z","4196.62","4199.46","4190.26","4193.86","13667"
"XAUUSD","30m","2025-12-10T18:00:00Z","4193.86","4201.02","4193.03","4200.66","13073"
"XAUUSD","30m","2025-12-10T18:30:00Z","4200.66","4205.1","4199.17","4204.8","10969"
"XAUUSD","30m","2025-12-10T19:00:00Z","4204.77","4204.83","4199.08","4200.72","9372"
"XAUUSD","30m","2025-12-10T19:30:00Z","4200.72","4201.87","4197.05","4199.84","10579"
"XAUUSD","30m","2025-12-10T20:00:00Z","4199.83","4200.83","4193.52","4196.57","8985"
"XAUUSD","30m","2025-12-10T20:30:00Z","4196.46","4196.98","4192.04","4194.325","8897"
"XAUUSD","30m","2025-12-10T21:00:00Z","4194.315","4219.94","4192.355","4198.85","19677"
"XAUUSD","30m","2025-12-10T21:30:00Z","4198.74","4217.47","4181.85","4216.61","20770"
"XAUUSD","30m","2025-12-10T22:00:00Z","4216.44","4238.62","4211.08","4232.71","15827"
"XAUUSD","30m","2025-12-10T22:30:00Z","4232.72","4237.41","4229.635","4229.79","13548"
"XAUUSD","30m","2025-12-10T23:00:00Z","4229.625","4232.52","4221.08","4226.22","5741"
"XAUUSD","30m","2025-12-10T23:30:00Z","4226.31","4229.37","4225.83","4228.59","3765"
"XAUUSD","30m","2025-12-11T01:00:00Z","4228.96","4231.44","4224.01","4225.58","2788"
"XAUUSD","30m","2025-12-11T01:30:00Z","4225.54","4234.015","4225.54","4232.37","4293"
"XAUUSD","30m","2025-12-11T02:00:00Z","4232.275","4245.085","4231.375","4241.22","6801"
"XAUUSD","30m","2025-12-11T02:30:00Z","4241.22","4243.2","4234.745","4237.165","8332"
"XAUUSD","30m","2025-12-11T03:00:00Z","4237.165","4247.7","4235.26","4236.07","15257"
"XAUUSD","30m","2025-12-11T03:30:00Z","4236.075","4240.3","4232.98","4238.33","14788"
"XAUUSD","30m","2025-12-11T04:00:00Z","4238.32","4240.79","4229.64","4230","9786"
"XAUUSD","30m","2025-12-11T04:30:00Z","4229.85","4230.49","4220.49","4222.31","11671"
"XAUUSD","30m","2025-12-11T05:00:00Z","4222.21","4225.03","4209.37","4213.04","11285"
"XAUUSD","30m","2025-12-11T05:30:00Z","4213.11","4218.6","4212.07","4216.79","7742"
"XAUUSD","30m","2025-12-11T06:00:00Z","4216.58","4218.37","4210.77","4212.88","6936"
"XAUUSD","30m","2025-12-11T06:30:00Z","4212.87","4216.13","4208.55","4213.58","7408"
"XAUUSD","30m","2025-12-11T07:00:00Z","4213.44","4216.33","4209.89","4212.35","5596"
"XAUUSD","30m","2025-12-11T07:30:00Z","4212.31","4212.95","4206.16","4207.51","8332"
"XAUUSD","30m","2025-12-11T08:00:00Z","4207.49","4214.59","4204.24","4213.74","8655"
"XAUUSD","30m","2025-12-11T08:30:00Z","4213.7","4215.43","4211.19","4214.5","9388"
"XAUUSD","30m","2025-12-11T09:00:00Z","4214.47","4214.79","4210.63","4213.23","7056"
"XAUUSD","30m","2025-12-11T09:30:00Z","4213.42","4218.51","4211.45","4216.07","6285"
"XAUUSD","30m","2025-12-11T10:00:00Z","4216.12","4217.96","4212.91","4214.33","8613"
"XAUUSD","30m","2025-12-11T10:30:00Z","4214.33","4219.71","4213.76","4216.61","7850"
"XAUUSD","30m","2025-12-11T11:00:00Z","4216.52","4218.08","4210.53","4214.2","9949"
"XAUUSD","30m","2025-12-11T11:30:00Z","4214.16","4221.6","4213.79","4218.5","7259"
"XAUUSD","30m","2025-12-11T12:00:00Z","4218.51","4226.02","4216.19","4217.44","8821"
"XAUUSD","30m","2025-12-11T12:30:00Z","4217.62","4219.12","4211.73","4217.01","7272"
"XAUUSD","30m","2025-12-11T13:00:00Z","4217","4219.11","4214.24","4214.77","5215"
"XAUUSD","30m","2025-12-11T13:30:00Z","4214.66","4215.43","4209.79","4211.24","5814"
"XAUUSD","30m","2025-12-11T14:00:00Z","4211.21","4218.33","4208.86","4218.01","7012"
"XAUUSD","30m","2025-12-11T14:30:00Z","4218.1","4220.53","4216.84","4220.5","7332"
"XAUUSD","30m","2025-12-11T15:00:00Z","4220.52","4222.5","4205.26","4213.135","11847"
"XAUUSD","30m","2025-12-11T15:30:00Z","4212.945","4223.4","4209.38","4221.05","13042"
"XAUUSD","30m","2025-12-11T16:00:00Z","4221.07","4232.1","4217.97","4231.14","12117"
"XAUUSD","30m","2025-12-11T16:30:00Z","4231.13","4244.53","4229.05","4230.19","19604"
"XAUUSD","30m","2025-12-11T17:00:00Z","4230.06","4244.48","4226.21","4238.93","16670"
"XAUUSD","30m","2025-12-11T17:30:00Z","4239.03","4261.62","4238.48","4255.97","16637"
"XAUUSD","30m","2025-12-11T18:00:00Z","4256.19","4261.69","4250.17","4257.31","15687"
"XAUUSD","30m","2025-12-11T18:30:00Z","4257.43","4279.07","4255.39","4273.68","15283"
"XAUUSD","30m","2025-12-11T19:00:00Z","4273.79","4281.92","4272.4","4276.16","13767"
"XAUUSD","30m","2025-12-11T19:30:00Z","4276.17","4279.53","4272.28","4278.75","12174"
"XAUUSD","30m","2025-12-11T20:00:00Z","4278.65","4285.94","4277.29","4281.87","11353"
"XAUUSD","30m","2025-12-11T20:30:00Z","4281.87","4284.05","4266.79","4268.18","10647"
"XAUUSD","30m","2025-12-11T21:00:00Z","4268.2","4274.74","4262.95","4273.22","10731"
"XAUUSD","30m","2025-12-11T21:30:00Z","4273.24","4277.7","4271.49","4273.66","8085"
"XAUUSD","30m","2025-12-11T22:00:00Z","4273.66","4274.25","4264.28","4268.7","9103"
"XAUUSD","30m","2025-12-11T22:30:00Z","4268.79","4276.45","4268.3","4276.22","9261"
"XAUUSD","30m","2025-12-11T23:00:00Z","4276.27","4279.59","4272.66","4279.57","3079"
"XAUUSD","30m","2025-12-11T23:30:00Z","4279.7","4283.66","4276.98","4279.97","3579"
"XAUUSD","30m","2025-12-12T01:00:00Z","4282.26","4283.49","4277.785","4280.125","1846"
"XAUUSD","30m","2025-12-12T01:30:00Z","4280.12","4281.26","4272.62","4276.505","4378"
"XAUUSD","30m","2025-12-12T02:00:00Z","4276.375","4280.155","4273.7","4278.455","4082"
"XAUUSD","30m","2025-12-12T02:30:00Z","4278.455","4279.03","4268.84","4269.4","7730"
"XAUUSD","30m","2025-12-12T03:00:00Z","4269.55","4276.19","4264.47","4266.21","12902"
"XAUUSD","30m","2025-12-12T03:30:00Z","4266.21","4274.065","4265.085","4271.08","11077"
"XAUUSD","30m","2025-12-12T04:00:00Z","4270.99","4276.84","4270.42","4273.79","9906"
"XAUUSD","30m","2025-12-12T04:30:00Z","4273.78","4276.85","4269.47","4270.49","10453"
"XAUUSD","30m","2025-12-12T05:00:00Z","4270.47","4274.6","4268.87","4270.07","7518"
"XAUUSD","30m","2025-12-12T05:30:00Z","4270.02","4273.13","4269.25","4270.7","5158"
"XAUUSD","30m","2025-12-12T06:00:00Z","4270.68","4271.2","4266.88","4268.45","4156"
"XAUUSD","30m","2025-12-12T06:30:00Z","4268.52","4268.84","4266.26","4266.52","6613"
"XAUUSD","30m","2025-12-12T07:00:00Z","4266.53","4275.65","4266.14","4274.44","5931"
"XAUUSD","30m","2025-12-12T07:30:00Z","4274.24","4280.66","4274.24","4279.01","9660"
"XAUUSD","30m","2025-12-12T08:00:00Z","4279.02","4281.54","4276.69","4281.14","10923"
"XAUUSD","30m","2025-12-12T08:30:00Z","4281.18","4283.12","4279.31","4282.83","6564"
"XAUUSD","30m","2025-12-12T09:00:00Z","4282.79","4288.96","4281.55","4285.87","7276"
"XAUUSD","30m","2025-12-12T09:30:00Z","4285.94","4290.44","4284.26","4287.18","8598"
"XAUUSD","30m","2025-12-12T10:00:00Z","4287.18","4295.6","4287.07","4294.56","9565"
"XAUUSD","30m","2025-12-12T10:30:00Z","4294.61","4309.5","4294.36","4308.3","10764"
"XAUUSD","30m","2025-12-12T11:00:00Z","4308.14","4317.88","4307","4313.63","11444"
"XAUUSD","30m","2025-12-12T11:30:00Z","4313.47","4320.35","4307.33","4318.34","10254"
"XAUUSD","30m","2025-12-12T12:00:00Z","4318.39","4322.03","4314.85","4317","9754"
"XAUUSD","30m","2025-12-12T12:30:00Z","4316.93","4330.97","4316.55","4329.78","10714"
"XAUUSD","30m","2025-12-12T13:00:00Z","4330","4339.34","4327.04","4334.48","10843"
"XAUUSD","30m","2025-12-12T13:30:00Z","4334.34","4339.18","4330.18","4336.34","9485"
"XAUUSD","30m","2025-12-12T14:00:00Z","4336.36","4339.2","4330.31","4332.62","11712"
"XAUUSD","30m","2025-12-12T14:30:00Z","4332.67","4334.24","4324.81","4325.82","10705"
"XAUUSD","30m","2025-12-12T15:00:00Z","4325.87","4339.45","4321.38","4336.11","15180"
"XAUUSD","30m","2025-12-12T15:30:00Z","4336.1","4346.14","4332.43","4341.09","15893"
"XAUUSD","30m","2025-12-12T16:00:00Z","4341.06","4345.83","4338.54","4340.8","15051"
"XAUUSD","30m","2025-12-12T16:30:00Z","4340.82","4353.65","4330.99","4347.1","21469"
"XAUUSD","30m","2025-12-12T17:00:00Z","4347.13","4351.67","4298.535","4300.63","21949"
"XAUUSD","30m","2025-12-12T17:30:00Z","4300.675","4322.09","4283.095","4290.41","23958"
"XAUUSD","30m","2025-12-12T18:00:00Z","4290.35","4296.79","4272.1","4289.97","24547"
"XAUUSD","30m","2025-12-12T18:30:00Z","4290.04","4290.04","4257.69","4281.82","24023"
"XAUUSD","30m","2025-12-12T19:00:00Z","4281.91","4290.87","4271.13","4282.27","17947"
"XAUUSD","30m","2025-12-12T19:30:00Z","4282.19","4298.42","4281.68","4294.32","15978"
"XAUUSD","30m","2025-12-12T20:00:00Z","4294.65","4303.66","4291.85","4295.58","13331"
"XAUUSD","30m","2025-12-12T20:30:00Z","4295.57","4300.55","4290.6","4294.93","10500"
"XAUUSD","30m","2025-12-12T21:00:00Z","4294.96","4299.84","4289.86","4296.21","8801"
"XAUUSD","30m","2025-12-12T21:30:00Z","4296.23","4298.77","4293.67","4296.64","6866"
"XAUUSD","30m","2025-12-12T22:00:00Z","4296.59","4302.92","4291.18","4293.48","7663"
"XAUUSD","30m","2025-12-12T22:30:00Z","4293.49","4302.95","4288.61","4299.32","9905"
"XAUUSD","30m","2025-12-12T23:00:00Z","4299.38","4303.8","4298.23","4302.99","4135"
"XAUUSD","30m","2025-12-12T23:30:00Z","4303.02","4304.26","4299.22","4300.89","3945"
"XAUUSD","30m","2025-12-15T01:00:00Z","4296.07","4307.5","4295.365","4305.015","3643"
"XAUUSD","30m","2025-12-15T01:30:00Z","4305","4308.47","4301.415","4302.455","3439"
"XAUUSD","30m","2025-12-15T02:00:00Z","4302.485","4306.704","4300.09","4301.945","4109"
"XAUUSD","30m","2025-12-15T02:30:00Z","4301.945","4307.995","4301.88","4307.49","6049"
"XAUUSD","30m","2025-12-15T03:00:00Z","4307.58","4315.735","4305.72","4314.965","14571"
"XAUUSD","30m","2025-12-15T03:30:00Z","4314.955","4325.59","4314.515","4322.57","11598"
"XAUUSD","30m","2025-12-15T04:00:00Z","4322.42","4326.88","4320.96","4324.34","7799"
"XAUUSD","30m","2025-12-15T04:30:00Z","4324.3","4329.23","4324.18","4326.51","7868"
"XAUUSD","30m","2025-12-15T05:00:00Z","4326.5","4329.76","4319.45","4323.96","9881"
"XAUUSD","30m","2025-12-15T05:30:00Z","4323.96","4328.81","4323.88","4327.23","7899"
"XAUUSD","30m","2025-12-15T06:00:00Z","4327.12","4330.12","4325.56","4327.81","6540"
"XAUUSD","30m","2025-12-15T06:30:00Z","4327.86","4328.15","4323.23","4326.13","5931"
"XAUUSD","30m","2025-12-15T07:00:00Z","4326.18","4331.21","4324.82","4329.73","6858"
"XAUUSD","30m","2025-12-15T07:30:00Z","4329.73","4344.43","4329.38","4343.57","9314"
"XAUUSD","30m","2025-12-15T08:00:00Z","4343.72","4345.79","4339.7","4344.05","10022"
"XAUUSD","30m","2025-12-15T08:30:00Z","4343.99","4347.41","4342.07","4343.55","6844"
"XAUUSD","30m","2025-12-15T09:00:00Z","4343.65","4344.86","4340.75","4344.13","6455"
"XAUUSD","30m","2025-12-15T09:30:00Z","4344.15","4344.5","4333.59","4339.34","7549"
"XAUUSD","30m","2025-12-15T10:00:00Z","4339.33","4346.8","4338.93","4345.97","8171"
"XAUUSD","30m","2025-12-15T10:30:00Z","4345.91","4349.05","4343.92","4347.04","7469"
"XAUUSD","30m","2025-12-15T11:00:00Z","4346.93","4350.36","4343.45","4347.83","7897"
"XAUUSD","30m","2025-12-15T11:30:00Z","4347.97","4350.18","4342.45","4342.67","7552"
"XAUUSD","30m","2025-12-15T12:00:00Z","4342.75","4348.28","4340.84","4342.74","6272"
"XAUUSD","30m","2025-12-15T12:30:00Z","4342.77","4343.57","4337.74","4339.75","8197"
"XAUUSD","30m","2025-12-15T13:00:00Z","4339.73","4341.73","4335.46","4340.82","6899"
"XAUUSD","30m","2025-12-15T13:30:00Z","4340.84","4343.72","4339.12","4342.86","6526"
"XAUUSD","30m","2025-12-15T14:00:00Z","4342.85","4346.6","4342.74","4346.5","9888"
"XAUUSD","30m","2025-12-15T14:30:00Z","4346.5","4348.42","4343.61","4345.8","9182"
"XAUUSD","30m","2025-12-15T15:00:00Z","4345.77","4346.35","4333.71","4339.82","14905"
"XAUUSD","30m","2025-12-15T15:30:00Z","4339.75","4344.67","4330.895","4332.2","13994"
"XAUUSD","30m","2025-12-15T16:00:00Z","4332.3","4336.79","4321.41","4325.29","13943"
"XAUUSD","30m","2025-12-15T16:30:00Z","4325.32","4335.31","4317.5","4323.79","22437"
"XAUUSD","30m","2025-12-15T17:00:00Z","4323.68","4327.78","4311.62","4314.3","20459"
"XAUUSD","30m","2025-12-15T17:30:00Z","4314.3","4327.87","4313.13","4318.26","19462"
"XAUUSD","30m","2025-12-15T18:00:00Z","4318.24","4318.83","4292.95","4296.24","19191"
"XAUUSD","30m","2025-12-15T18:30:00Z","4296.1","4300.09","4285.25","4297.57","18016"
"XAUUSD","30m","2025-12-15T19:00:00Z","4297.54","4303.6","4290.77","4302.2","14781"
"XAUUSD","30m","2025-12-15T19:30:00Z","4301.9","4306.59","4300.34","4304.43","15186"
"XAUUSD","30m","2025-12-15T20:00:00Z","4304.44","4306.61","4299.98","4305.72","13214"
"XAUUSD","30m","2025-12-15T20:30:00Z","4305.67","4313.67","4302.67","4313.22","11480"
"XAUUSD","30m","2025-12-15T21:00:00Z","4313.18","4317.81","4309.12","4309.35","10547"
"XAUUSD","30m","2025-12-15T21:30:00Z","4309.34","4314.57","4307.94","4314.22","8955"
"XAUUSD","30m","2025-12-15T22:00:00Z","4314.06","4314.39","4299.5","4305.08","8961"
"XAUUSD","30m","2025-12-15T22:30:00Z","4305.09","4307.66","4300.43","4304.42","8656"
"XAUUSD","30m","2025-12-15T23:00:00Z","4304.44","4305.64","4300.72","4303.78","3075"
"XAUUSD","30m","2025-12-15T23:30:00Z","4303.77","4305.8","4301.25","4305.41","1765"
"XAUUSD","30m","2025-12-16T01:00:00Z","4307.68","4309.72","4305.31","4307.64","2838"
"XAUUSD","30m","2025-12-16T01:30:00Z","4307.76","4308.51","4303.265","4304.1","2706"
"XAUUSD","30m","2025-12-16T02:00:00Z","4304.155","4309.93","4302.74","4309.53","5035"
"XAUUSD","30m","2025-12-16T02:30:00Z","4309.53","4313.215","4305.735","4307.785","6832"
"XAUUSD","30m","2025-12-16T03:00:00Z","4308.05","4311.86","4299.075","4311.495","17061"
"XAUUSD","30m","2025-12-16T03:30:00Z","4311.435","4317.89","4304.66","4308.76","15025"
"XAUUSD","30m","2025-12-16T04:00:00Z","4308.81","4312.28","4305.91","4310.91","11055"
"XAUUSD","30m","2025-12-16T04:30:00Z","4310.96","4312.03","4286.63","4289.85","14855"
"XAUUSD","30m","2025-12-16T05:00:00Z","4289.73","4294.44","4280.72","4287.66","12004"
"XAUUSD","30m","2025-12-16T05:30:00Z","4287.9","4291.8","4282.96","4290.96","9124"
"XAUUSD","30m","2025-12-16T06:00:00Z","4290.89","4292.34","4286.71","4288.31","7548"
"XAUUSD","30m","2025-12-16T06:30:00Z","4288.29","4291.81","4287.65","4289.09","7470"
"XAUUSD","30m","2025-12-16T07:00:00Z","4289.07","4292.3","4279.99","4280.81","9016"
"XAUUSD","30m","2025-12-16T07:30:00Z","4280.765","4287.74","4271.48","4284.2","10275"
"XAUUSD","30m","2025-12-16T08:00:00Z","4284.22","4290.1","4282.66","4287.07","10413"
"XAUUSD","30m","2025-12-16T08:30:00Z","4287.02","4292.2","4285.89","4289.29","7382"
"XAUUSD","30m","2025-12-16T09:00:00Z","4289.33","4289.92","4279.83","4281.19","8028"
"XAUUSD","30m","2025-12-16T09:30:00Z","4281.18","4288.59","4280.15","4287.81","9220"
"XAUUSD","30m","2025-12-16T10:00:00Z","4287.74","4289.52","4275.91","4279.12","9435"
"XAUUSD","30m","2025-12-16T10:30:00Z","4279.07","4286.93","4275.56","4284.73","8970"
"XAUUSD","30m","2025-12-16T11:00:00Z","4284.71","4285.98","4281.24","4281.63","5884"
"XAUUSD","30m","2025-12-16T11:30:00Z","4281.56","4283.78","4276.44","4280.47","7901"
"XAUUSD","30m","2025-12-16T12:00:00Z","4280.5","4284.38","4276.61","4277.89","7395"
"XAUUSD","30m","2025-12-16T12:30:00Z","4277.89","4281.57","4274.9","4277.36","7646"
"XAUUSD","30m","2025-12-16T13:00:00Z","4277.33","4278.67","4273.87","4277.53","7386"
